from,rank,team,country,level,elo,to,season
2025-02-14,73.0,Olympiakos,GRE,1,1659.625,2025-02-15,2024-2025
2025-02-16,72.0,Olympiakos,GRE,1,1659.625,2025-02-16,2024-2025
2025-02-17,73.0,Olympiakos,GRE,1,1662.76013184,2025-02-18,2024-2025
2025-02-19,72.0,Olympiakos,GRE,1,1662.76013184,2025-02-20,2024-2025
2025-02-21,73.0,Olympiakos,GRE,1,1659.91687012,2025-02-21,2024-2025
2025-02-22,75.0,Olympiakos,GRE,1,1659.91687012,2025-02-22,2024-2025
2025-02-23,74.0,Olympiakos,GRE,1,1659.91687012,2025-02-23,2024-2025
2025-02-24,72.0,Olympiakos,GRE,1,1664.26940918,2025-03-01,2024-2025
2025-03-02,71.0,Olympiakos,GRE,1,1664.26940918,2025-03-02,2024-2025
2025-03-03,68.0,Olympiakos,GRE,1,1671.53039551,2025-03-04,2024-2025
2025-03-05,67.0,Olympiakos,GRE,1,1671.53039551,2025-03-05,2024-2025
2025-03-06,69.0,Olympiakos,GRE,1,1671.53039551,2025-03-06,2024-2025
2025-03-07,79.0,Olympiakos,GRE,1,1653.77294922,2025-03-07,2024-2025
2025-03-08,78.0,Olympiakos,GRE,1,1653.77294922,2025-03-09,2024-2025
2025-03-10,78.0,Olympiakos,GRE,1,1655.28393555,2025-03-12,2024-2025
2025-03-13,77.0,Olympiakos,GRE,1,1655.28393555,2025-03-13,2024-2025
2025-03-14,82.0,Olympiakos,GRE,1,1649.17175293,2025-03-15,2024-2025
2025-03-16,81.0,Olympiakos,GRE,1,1649.17175293,2025-03-30,2024-2025
2025-03-31,81.0,Olympiakos,GRE,1,1655.03735352,2025-04-04,2024-2025
2025-04-05,80.0,Olympiakos,GRE,1,1655.03735352,2025-04-05,2024-2025
2025-04-06,81.0,Olympiakos,GRE,1,1655.03735352,2025-04-06,2024-2025
2025-04-07,83.0,Olympiakos,GRE,1,1645.15087891,2025-04-10,2024-2025
2025-04-11,84.0,Olympiakos,GRE,1,1645.15087891,2025-04-11,2024-2025
2025-04-12,83.0,Olympiakos,GRE,1,1645.15087891,2025-04-12,2024-2025
2025-04-13,84.0,Olympiakos,GRE,1,1645.15087891,2025-04-13,2024-2025
2025-04-14,83.0,Olympiakos,GRE,1,1649.67468262,2025-04-20,2024-2025
2025-04-21,82.0,Olympiakos,GRE,1,1649.67468262,2025-04-21,2024-2025
2025-04-22,81.0,Olympiakos,GRE,1,1649.67468262,2025-04-26,2024-2025
2025-04-27,79.0,Olympiakos,GRE,1,1649.67468262,2025-04-27,2024-2025
2025-04-28,74.0,Olympiakos,GRE,1,1658.85314941,2025-04-30,2024-2025
2025-05-01,73.0,Olympiakos,GRE,1,1658.85314941,2025-05-01,2024-2025
2025-05-02,72.0,Olympiakos,GRE,1,1658.85314941,2025-05-04,2024-2025
2025-05-05,68.0,Olympiakos,GRE,1,1664.83068848,2025-05-07,2024-2025
2025-05-08,69.0,Olympiakos,GRE,1,1664.83068848,2025-05-10,2024-2025
2025-05-11,70.0,Olympiakos,GRE,1,1664.83068848,2025-05-11,2024-2025
2025-05-12,66.0,Olympiakos,GRE,1,1670.92932129,2025-05-13,2024-2025
2025-05-14,65.0,Olympiakos,GRE,1,1670.92932129,2025-05-17,2024-2025
2025-05-18,67.0,Olympiakos,GRE,1,1670.92932129,2025-05-18,2024-2025
2025-05-19,68.0,Olympiakos,GRE,1,1670.92932129,2025-05-24,2024-2025
2025-05-25,67.0,Olympiakos,GRE,1,1670.92932129,2025-07-22,2024-2025
2024-08-02,,Paphos,CYP,0,1406.3104248,2024-08-07,2024-2025
2024-08-08,,Paphos,CYP,0,1401.94348145,2024-08-08,2024-2025
2024-08-09,,Paphos,CYP,0,1396.28015137,2024-08-13,2024-2025
2024-08-14,,Paphos,CYP,0,1393.56005859,2024-08-14,2024-2025
2024-08-15,,Paphos,CYP,0,1398.53149414,2024-08-15,2024-2025
2024-08-16,,Paphos,CYP,0,1423.12304688,2024-08-22,2024-2025
2024-08-23,,Paphos,CYP,0,1422.09069824,2024-08-29,2024-2025
2024-08-30,,Paphos,CYP,0,1448.16650391,2024-10-03,2024-2025
2024-10-04,,Paphos,CYP,0,1459.1184082,2024-10-24,2024-2025
2024-10-25,,Paphos,CYP,0,1439.50915527,2024-11-07,2024-2025
2024-11-08,,Paphos,CYP,0,1451.35876465,2024-11-28,2024-2025
2024-11-29,,Paphos,CYP,0,1449.52416992,2024-12-12,2024-2025
2024-12-13,,Paphos,CYP,0,1467.29321289,2024-12-19,2024-2025
2024-12-20,,Paphos,CYP,0,1466.84765625,2024-12-31,2024-2025
2025-01-01,,Paphos,CYP,0,1466.84765625,2025-02-13,2024-2025
2025-02-14,,Paphos,CYP,0,1469.8470459,2025-02-20,2024-2025
2025-02-21,,Paphos,CYP,0,1467.30285645,2025-03-06,2024-2025
2025-03-07,,Paphos,CYP,0,1472.23815918,2025-03-13,2024-2025
2025-03-14,,Paphos,CYP,0,1445.92541504,2025-07-10,2024-2025
2024-08-20,15.0,Atletico,ESP,1,1827.93725586,2024-08-22,2024-2025
2024-08-23,15.0,Atletico,ESP,1,1828.21118164,2024-08-24,2024-2025
2024-08-25,14.0,Atletico,ESP,1,1828.21118164,2024-08-25,2024-2025
2024-08-26,13.0,Atletico,ESP,1,1837.40942383,2024-08-26,2024-2025
2024-08-27,14.0,Atletico,ESP,1,1837.40942383,2024-08-28,2024-2025
2024-08-29,14.0,Atletico,ESP,1,1830.18823242,2024-08-29,2024-2025
2024-08-30,14.0,Atletico,ESP,1,1830.51306152,2024-08-31,2024-2025
2024-09-01,13.0,Atletico,ESP,1,1838.46313477,2024-09-13,2024-2025
2024-09-14,14.0,Atletico,ESP,1,1838.46313477,2024-09-15,2024-2025
2024-09-16,13.0,Atletico,ESP,1,1843.07714844,2024-09-17,2024-2025
2024-09-18,14.0,Atletico,ESP,1,1844.16259766,2024-09-18,2024-2025
2024-09-19,14.0,Atletico,ESP,1,1843.01464844,2024-09-19,2024-2025
2024-09-20,14.0,Atletico,ESP,1,1848.33410645,2024-09-22,2024-2025
2024-09-23,14.0,Atletico,ESP,1,1844.15209961,2024-09-25,2024-2025
2024-09-26,14.0,Atletico,ESP,1,1844.70007324,2024-09-26,2024-2025
2024-09-27,12.0,Atletico,ESP,1,1850.62451172,2024-09-29,2024-2025
2024-09-30,12.0,Atletico,ESP,1,1853.02709961,2024-10-01,2024-2025
2024-10-02,11.0,Atletico,ESP,1,1853.66210938,2024-10-02,2024-2025
2024-10-03,17.0,Atletico,ESP,1,1825.3494873,2024-10-03,2024-2025
2024-10-04,19.0,Atletico,ESP,1,1818.66894531,2024-10-05,2024-2025
2024-10-06,18.0,Atletico,ESP,1,1818.66894531,2024-10-06,2024-2025
2024-10-07,19.0,Atletico,ESP,1,1817.34619141,2024-10-20,2024-2025
2024-10-21,19.0,Atletico,ESP,1,1819.9029541,2024-10-22,2024-2025
2024-10-23,18.0,Atletico,ESP,1,1822.54956055,2024-10-23,2024-2025
2024-10-24,23.0,Atletico,ESP,1,1805.20483398,2024-10-24,2024-2025
2024-10-25,21.0,Atletico,ESP,1,1807.85900879,2024-10-26,2024-2025
2024-10-27,22.0,Atletico,ESP,1,1807.85900879,2024-10-27,2024-2025
2024-10-28,25.0,Atletico,ESP,1,1798.29467773,2024-10-28,2024-2025
2024-10-29,26.0,Atletico,ESP,1,1798.29467773,2024-11-03,2024-2025
2024-11-04,26.0,Atletico,ESP,1,1801.42138672,2024-11-05,2024-2025
2024-11-06,28.0,Atletico,ESP,1,1792.77734375,2024-11-06,2024-2025
2024-11-07,22.0,Atletico,ESP,1,1811.17041016,2024-11-07,2024-2025
2024-11-08,21.0,Atletico,ESP,1,1809.88464355,2024-11-10,2024-2025
2024-11-11,19.0,Atletico,ESP,1,1815.5333252,2024-11-23,2024-2025
2024-11-24,20.0,Atletico,ESP,1,1817.92993164,2024-11-24,2024-2025
2024-11-25,21.0,Atletico,ESP,1,1817.92993164,2024-11-25,2024-2025
2024-11-26,20.0,Atletico,ESP,1,1817.92993164,2024-11-26,2024-2025
2024-11-27,15.0,Atletico,ESP,1,1838.45495605,2024-11-27,2024-2025
2024-11-28,18.0,Atletico,ESP,1,1833.09521484,2024-11-28,2024-2025
2024-11-29,18.0,Atletico,ESP,1,1832.53039551,2024-11-30,2024-2025
2024-12-01,15.0,Atletico,ESP,1,1839.81164551,2024-12-05,2024-2025
2024-12-06,14.0,Atletico,ESP,1,1839.81164551,2024-12-06,2024-2025
2024-12-07,13.0,Atletico,ESP,1,1839.81164551,2024-12-08,2024-2025
2024-12-09,13.0,Atletico,ESP,1,1842.32824707,2024-12-10,2024-2025
2024-12-11,12.0,Atletico,ESP,1,1844.30761719,2024-12-11,2024-2025
2024-12-12,13.0,Atletico,ESP,1,1851.3548584,2024-12-12,2024-2025
2024-12-13,13.0,Atletico,ESP,1,1852.69311523,2024-12-15,2024-2025
2024-12-16,13.0,Atletico,ESP,1,1854.71411133,2024-12-19,2024-2025
2024-12-20,13.0,Atletico,ESP,1,1854.8951416,2024-12-21,2024-2025
2024-12-22,12.0,Atletico,ESP,1,1865.86779785,2024-12-30,2024-2025
2024-12-31,11.0,Atletico,ESP,1,1865.86779785,2024-12-31,2024-2025
2025-01-01,11.0,Atletico,ESP,1,1865.86779785,2025-01-12,2024-2025
2025-01-13,11.0,Atletico,ESP,1,1868.2565918,2025-01-18,2024-2025
2025-01-19,14.0,Atletico,ESP,1,1854.54248047,2025-01-21,2024-2025
2025-01-22,12.0,Atletico,ESP,1,1866.67883301,2025-01-22,2024-2025
2025-01-23,14.0,Atletico,ESP,1,1858.20544434,2025-01-23,2024-2025
2025-01-24,14.0,Atletico,ESP,1,1856.46606445,2025-01-25,2024-2025
2025-01-26,14.0,Atletico,ESP,1,1851.54345703,2025-01-29,2024-2025
2025-01-30,12.0,Atletico,ESP,1,1859.65405273,2025-01-30,2024-2025
2025-01-31,12.0,Atletico,ESP,1,1862.33154297,2025-02-01,2024-2025
2025-02-02,11.0,Atletico,ESP,1,1865.67321777,2025-02-08,2024-2025
2025-02-09,11.0,Atletico,ESP,1,1869.72644043,2025-02-11,2024-2025
2025-02-12,11.0,Atletico,ESP,1,1872.07775879,2025-02-13,2024-2025
2025-02-14,11.0,Atletico,ESP,1,1876.5904541,2025-02-15,2024-2025
2025-02-16,11.0,Atletico,ESP,1,1869.74499512,2025-02-18,2024-2025
2025-02-19,10.0,Atletico,ESP,1,1869.74499512,2025-02-19,2024-2025
2025-02-20,10.0,Atletico,ESP,1,1872.44787598,2025-02-20,2024-2025
2025-02-21,10.0,Atletico,ESP,1,1873.95776367,2025-02-22,2024-2025
2025-02-23,10.0,Atletico,ESP,1,1881.32092285,2025-03-01,2024-2025
2025-03-02,10.0,Atletico,ESP,1,1886.01635742,2025-03-04,2024-2025
2025-03-05,10.0,Atletico,ESP,1,1883.92443848,2025-03-05,2024-2025
2025-03-06,10.0,Atletico,ESP,1,1885.11743164,2025-03-06,2024-2025
2025-03-07,10.0,Atletico,ESP,1,1882.34936523,2025-03-08,2024-2025
2025-03-09,9.0,Atletico,ESP,1,1882.34936523,2025-03-09,2024-2025
2025-03-10,11.0,Atletico,ESP,1,1869.98718262,2025-03-11,2024-2025
2025-03-12,10.0,Atletico,ESP,1,1871.10144043,2025-03-12,2024-2025
2025-03-13,9.0,Atletico,ESP,1,1877.02197266,2025-03-13,2024-2025
2025-03-14,9.0,Atletico,ESP,1,1881.95361328,2025-03-16,2024-2025
2025-03-17,10.0,Atletico,ESP,1,1870.17578125,2025-03-29,2024-2025
2025-03-30,10.0,Atletico,ESP,1,1865.31762695,2025-04-06,2024-2025
2025-04-07,10.0,Atletico,ESP,1,1870.37524414,2025-04-08,2024-2025
2025-04-09,10.0,Atletico,ESP,1,1867.41918945,2025-04-09,2024-2025
2025-04-10,10.0,Atletico,ESP,1,1869.16162109,2025-04-10,2024-2025
2025-04-11,10.0,Atletico,ESP,1,1869.8815918,2025-04-14,2024-2025
2025-04-15,10.0,Atletico,ESP,1,1871.39526367,2025-04-15,2024-2025
2025-04-16,10.0,Atletico,ESP,1,1871.23327637,2025-04-16,2024-2025
2025-04-17,11.0,Atletico,ESP,1,1869.40515137,2025-04-17,2024-2025
2025-04-18,11.0,Atletico,ESP,1,1871.0625,2025-04-19,2024-2025
2025-04-20,12.0,Atletico,ESP,1,1857.94470215,2025-04-20,2024-2025
2025-04-21,13.0,Atletico,ESP,1,1857.94470215,2025-04-24,2024-2025
2025-04-25,12.0,Atletico,ESP,1,1862.24438477,2025-04-30,2024-2025
2025-05-01,12.0,Atletico,ESP,1,1861.41552734,2025-05-01,2024-2025
2025-05-02,13.0,Atletico,ESP,1,1857.52685547,2025-05-03,2024-2025
2025-05-04,13.0,Atletico,ESP,1,1853.31262207,2025-05-06,2024-2025
2025-05-07,15.0,Atletico,ESP,1,1850.99060059,2025-05-08,2024-2025
2025-05-09,15.0,Atletico,ESP,1,1850.14294434,2025-05-10,2024-2025
2025-05-11,13.0,Atletico,ESP,1,1856.09228516,2025-05-11,2024-2025
2025-05-12,12.0,Atletico,ESP,1,1856.09228516,2025-05-12,2024-2025
2025-05-13,13.0,Atletico,ESP,1,1856.09228516,2025-05-15,2024-2025
2025-05-16,15.0,Atletico,ESP,1,1840.53808594,2025-05-18,2024-2025
2025-05-19,14.0,Atletico,ESP,1,1848.2277832,2025-05-25,2024-2025
2025-05-26,12.0,Atletico,ESP,1,1857.78503418,2025-05-28,2024-2025
2025-05-29,12.0,Atletico,ESP,1,1855.35119629,2025-08-17,2024-2025
2024-08-02,31.0,Benfica,POR,1,1768.70007324,2024-08-08,2024-2025
2024-08-09,30.0,Benfica,POR,1,1771.70251465,2024-08-11,2024-2025
2024-08-12,37.0,Benfica,POR,1,1752.08203125,2024-08-13,2024-2025
2024-08-14,36.0,Benfica,POR,1,1752.08203125,2024-08-15,2024-2025
2024-08-16,36.0,Benfica,POR,1,1757.47094727,2024-08-17,2024-2025
2024-08-18,34.0,Benfica,POR,1,1759.79077148,2024-08-18,2024-2025
2024-08-19,33.0,Benfica,POR,1,1759.79077148,2024-08-21,2024-2025
2024-08-22,32.0,Benfica,POR,1,1760.4876709,2024-08-22,2024-2025
2024-08-23,32.0,Benfica,POR,1,1761.1953125,2024-08-24,2024-2025
2024-08-25,32.0,Benfica,POR,1,1762.24279785,2024-08-25,2024-2025
2024-08-26,33.0,Benfica,POR,1,1762.24279785,2024-08-29,2024-2025
2024-08-30,32.0,Benfica,POR,1,1764.43774414,2024-08-30,2024-2025
2024-08-31,33.0,Benfica,POR,1,1759.06933594,2024-08-31,2024-2025
2024-09-01,32.0,Benfica,POR,1,1759.06933594,2024-09-13,2024-2025
2024-09-14,31.0,Benfica,POR,1,1759.06933594,2024-09-14,2024-2025
2024-09-15,31.0,Benfica,POR,1,1761.25817871,2024-09-17,2024-2025
2024-09-18,30.0,Benfica,POR,1,1763.56884766,2024-09-19,2024-2025
2024-09-20,30.0,Benfica,POR,1,1770.90515137,2024-09-21,2024-2025
2024-09-22,29.0,Benfica,POR,1,1770.90515137,2024-09-22,2024-2025
2024-09-23,28.0,Benfica,POR,1,1770.90515137,2024-09-23,2024-2025
2024-09-24,28.0,Benfica,POR,1,1774.42492676,2024-09-25,2024-2025
2024-09-26,30.0,Benfica,POR,1,1769.93225098,2024-09-26,2024-2025
2024-09-27,30.0,Benfica,POR,1,1771.7980957,2024-09-28,2024-2025
2024-09-29,28.0,Benfica,POR,1,1774.74389648,2024-10-01,2024-2025
2024-10-02,28.0,Benfica,POR,1,1775.10437012,2024-10-02,2024-2025
2024-10-03,26.0,Benfica,POR,1,1797.86804199,2024-10-03,2024-2025
2024-10-04,26.0,Benfica,POR,1,1792.18041992,2024-10-06,2024-2025
2024-10-07,27.0,Benfica,POR,1,1792.18041992,2024-10-22,2024-2025
2024-10-23,26.0,Benfica,POR,1,1794.2286377,2024-10-23,2024-2025
2024-10-24,32.0,Benfica,POR,1,1768.12597656,2024-10-24,2024-2025
2024-10-25,32.0,Benfica,POR,1,1772.43249512,2024-10-27,2024-2025
2024-10-28,31.0,Benfica,POR,1,1775.64465332,2024-10-30,2024-2025
2024-10-31,30.0,Benfica,POR,1,1775.64465332,2024-11-02,2024-2025
2024-11-03,29.0,Benfica,POR,1,1777.44250488,2024-11-03,2024-2025
2024-11-04,30.0,Benfica,POR,1,1777.44250488,2024-11-05,2024-2025
2024-11-06,29.0,Benfica,POR,1,1784.83435059,2024-11-06,2024-2025
2024-11-07,29.0,Benfica,POR,1,1780.25537109,2024-11-07,2024-2025
2024-11-08,29.0,Benfica,POR,1,1778.11547852,2024-11-10,2024-2025
2024-11-11,27.0,Benfica,POR,1,1790.48681641,2024-11-26,2024-2025
2024-11-27,28.0,Benfica,POR,1,1783.79504395,2024-11-27,2024-2025
2024-11-28,24.0,Benfica,POR,1,1798.46862793,2024-11-28,2024-2025
2024-11-29,24.0,Benfica,POR,1,1800.34692383,2024-12-01,2024-2025
2024-12-02,22.0,Benfica,POR,1,1803.78796387,2024-12-06,2024-2025
2024-12-07,23.0,Benfica,POR,1,1803.78796387,2024-12-07,2024-2025
2024-12-08,22.0,Benfica,POR,1,1806.29943848,2024-12-10,2024-2025
2024-12-11,24.0,Benfica,POR,1,1802.82592773,2024-12-11,2024-2025
2024-12-12,26.0,Benfica,POR,1,1797.76513672,2024-12-12,2024-2025
2024-12-13,26.0,Benfica,POR,1,1800.44238281,2024-12-15,2024-2025
2024-12-16,27.0,Benfica,POR,1,1792.8182373,2024-12-19,2024-2025
2024-12-20,27.0,Benfica,POR,1,1796.3626709,2024-12-22,2024-2025
2024-12-23,26.0,Benfica,POR,1,1796.3626709,2024-12-23,2024-2025
2024-12-24,25.0,Benfica,POR,1,1797.92248535,2024-12-29,2024-2025
2024-12-30,25.0,Benfica,POR,1,1792.0814209,2024-12-31,2024-2025
2025-01-01,25.0,Benfica,POR,1,1792.0814209,2025-01-04,2024-2025
2025-01-05,25.0,Benfica,POR,1,1778.76306152,2025-01-06,2024-2025
2025-01-07,26.0,Benfica,POR,1,1778.76306152,2025-01-14,2024-2025
2025-01-15,27.0,Benfica,POR,1,1778.76306152,2025-01-17,2024-2025
2025-01-18,26.0,Benfica,POR,1,1782.08325195,2025-01-19,2024-2025
2025-01-20,25.0,Benfica,POR,1,1782.08325195,2025-01-21,2024-2025
2025-01-22,31.0,Benfica,POR,1,1771.94995117,2025-01-22,2024-2025
2025-01-23,31.0,Benfica,POR,1,1769.00939941,2025-01-23,2024-2025
2025-01-24,34.0,Benfica,POR,1,1762.42053223,2025-01-25,2024-2025
2025-01-26,40.0,Benfica,POR,1,1742.96936035,2025-01-26,2024-2025
2025-01-27,41.0,Benfica,POR,1,1742.96936035,2025-01-29,2024-2025
2025-01-30,29.0,Benfica,POR,1,1767.57324219,2025-01-30,2024-2025
2025-01-31,27.0,Benfica,POR,1,1774.95739746,2025-02-01,2024-2025
2025-02-02,28.0,Benfica,POR,1,1774.95739746,2025-02-02,2024-2025
2025-02-03,29.0,Benfica,POR,1,1776.77001953,2025-02-06,2024-2025
2025-02-07,30.0,Benfica,POR,1,1776.77001953,2025-02-08,2024-2025
2025-02-09,29.0,Benfica,POR,1,1778.28051758,2025-02-09,2024-2025
2025-02-10,30.0,Benfica,POR,1,1778.28051758,2025-02-11,2024-2025
2025-02-12,31.0,Benfica,POR,1,1771.35961914,2025-02-12,2024-2025
2025-02-13,27.0,Benfica,POR,1,1781.41674805,2025-02-13,2024-2025
2025-02-14,30.0,Benfica,POR,1,1780.64221191,2025-02-14,2024-2025
2025-02-15,31.0,Benfica,POR,1,1780.64221191,2025-02-15,2024-2025
2025-02-16,27.0,Benfica,POR,1,1783.27868652,2025-02-18,2024-2025
2025-02-19,25.0,Benfica,POR,1,1785.60803223,2025-02-19,2024-2025
2025-02-20,24.0,Benfica,POR,1,1784.83361816,2025-02-20,2024-2025
2025-02-21,24.0,Benfica,POR,1,1782.50183105,2025-02-22,2024-2025
2025-02-23,24.0,Benfica,POR,1,1783.6529541,2025-02-24,2024-2025
2025-02-25,25.0,Benfica,POR,1,1783.6529541,2025-02-25,2024-2025
2025-02-26,26.0,Benfica,POR,1,1783.6529541,2025-02-27,2024-2025
2025-02-28,25.0,Benfica,POR,1,1783.6529541,2025-03-05,2024-2025
2025-03-06,27.0,Benfica,POR,1,1778.38208008,2025-03-06,2024-2025
2025-03-07,27.0,Benfica,POR,1,1779.59545898,2025-03-08,2024-2025
2025-03-09,27.0,Benfica,POR,1,1781.4744873,2025-03-11,2024-2025
2025-03-12,29.0,Benfica,POR,1,1776.5246582,2025-03-12,2024-2025
2025-03-13,30.0,Benfica,POR,1,1776.5246582,2025-03-13,2024-2025
2025-03-14,32.0,Benfica,POR,1,1771.17333984,2025-03-16,2024-2025
2025-03-17,31.0,Benfica,POR,1,1773.91296387,2025-03-28,2024-2025
2025-03-29,29.0,Benfica,POR,1,1777.49609375,2025-03-29,2024-2025
2025-03-30,30.0,Benfica,POR,1,1777.49609375,2025-03-30,2024-2025
2025-03-31,29.0,Benfica,POR,1,1777.49609375,2025-04-02,2024-2025
2025-04-03,29.0,Benfica,POR,1,1778.32568359,2025-04-06,2024-2025
2025-04-07,22.0,Benfica,POR,1,1791.81652832,2025-04-07,2024-2025
2025-04-08,23.0,Benfica,POR,1,1791.81652832,2025-04-08,2024-2025
2025-04-09,25.0,Benfica,POR,1,1791.81652832,2025-04-09,2024-2025
2025-04-10,24.0,Benfica,POR,1,1791.81652832,2025-04-10,2024-2025
2025-04-11,22.0,Benfica,POR,1,1791.81652832,2025-04-13,2024-2025
2025-04-14,24.0,Benfica,POR,1,1783.81286621,2025-04-14,2024-2025
2025-04-15,25.0,Benfica,POR,1,1783.81286621,2025-04-15,2024-2025
2025-04-16,24.0,Benfica,POR,1,1783.81286621,2025-04-16,2024-2025
2025-04-17,26.0,Benfica,POR,1,1783.81286621,2025-04-17,2024-2025
2025-04-18,28.0,Benfica,POR,1,1783.81286621,2025-04-19,2024-2025
2025-04-20,25.0,Benfica,POR,1,1791.72094727,2025-04-20,2024-2025
2025-04-21,24.0,Benfica,POR,1,1791.72094727,2025-04-21,2024-2025
2025-04-22,23.0,Benfica,POR,1,1791.72094727,2025-04-26,2024-2025
2025-04-27,24.0,Benfica,POR,1,1791.72094727,2025-04-27,2024-2025
2025-04-28,23.0,Benfica,POR,1,1793.54296875,2025-04-28,2024-2025
2025-04-29,22.0,Benfica,POR,1,1793.54296875,2025-04-29,2024-2025
2025-04-30,21.0,Benfica,POR,1,1793.54296875,2025-04-30,2024-2025
2025-05-01,22.0,Benfica,POR,1,1793.54296875,2025-05-01,2024-2025
2025-05-02,25.0,Benfica,POR,1,1793.54296875,2025-05-03,2024-2025
2025-05-04,25.0,Benfica,POR,1,1795.76318359,2025-05-06,2024-2025
2025-05-07,24.0,Benfica,POR,1,1795.76318359,2025-05-08,2024-2025
2025-05-09,25.0,Benfica,POR,1,1795.76318359,2025-05-09,2024-2025
2025-05-10,26.0,Benfica,POR,1,1795.76318359,2025-05-10,2024-2025
2025-05-11,27.0,Benfica,POR,1,1793.93920898,2025-05-11,2024-2025
2025-05-12,26.0,Benfica,POR,1,1793.93920898,2025-05-15,2024-2025
2025-05-16,27.0,Benfica,POR,1,1793.93920898,2025-05-16,2024-2025
2025-05-17,26.0,Benfica,POR,1,1793.93920898,2025-05-17,2024-2025
2025-05-18,28.0,Benfica,POR,1,1791.24438477,2025-05-18,2024-2025
2025-05-19,27.0,Benfica,POR,1,1791.24438477,2025-05-21,2024-2025
2025-05-22,26.0,Benfica,POR,1,1791.24438477,2025-05-24,2024-2025
2025-05-25,27.0,Benfica,POR,1,1791.24438477,2025-05-25,2024-2025
2025-05-26,29.0,Benfica,POR,1,1791.24438477,2025-05-28,2024-2025
2025-05-29,28.0,Benfica,POR,1,1791.24438477,2025-05-31,2024-2025
2025-06-01,27.0,Benfica,POR,1,1791.24438477,2025-07-24,2024-2025
2024-08-05,42.0,Marseille,FRA,1,1724.24462891,2024-08-06,2024-2025
2024-08-07,41.0,Marseille,FRA,1,1725.36828613,2024-08-13,2024-2025
2024-08-14,41.0,Marseille,FRA,1,1727.49853516,2024-08-17,2024-2025
2024-08-18,38.0,Marseille,FRA,1,1744.41650391,2024-08-20,2024-2025
2024-08-21,38.0,Marseille,FRA,1,1747.36071777,2024-08-22,2024-2025
2024-08-23,38.0,Marseille,FRA,1,1747.79980469,2024-08-23,2024-2025
2024-08-24,39.0,Marseille,FRA,1,1747.79980469,2024-08-24,2024-2025
2024-08-25,38.0,Marseille,FRA,1,1747.79980469,2024-08-25,2024-2025
2024-08-26,39.0,Marseille,FRA,1,1743.8347168,2024-08-28,2024-2025
2024-08-29,39.0,Marseille,FRA,1,1744.13903809,2024-08-29,2024-2025
2024-08-30,42.0,Marseille,FRA,1,1737.13464355,2024-08-31,2024-2025
2024-09-01,39.0,Marseille,FRA,1,1746.1081543,2024-09-01,2024-2025
2024-09-02,37.0,Marseille,FRA,1,1746.1081543,2024-09-14,2024-2025
2024-09-15,34.0,Marseille,FRA,1,1754.53417969,2024-09-15,2024-2025
2024-09-16,35.0,Marseille,FRA,1,1754.53417969,2024-09-17,2024-2025
2024-09-18,34.0,Marseille,FRA,1,1752.37097168,2024-09-18,2024-2025
2024-09-19,34.0,Marseille,FRA,1,1753.65356445,2024-09-19,2024-2025
2024-09-20,33.0,Marseille,FRA,1,1758.5769043,2024-09-22,2024-2025
2024-09-23,32.0,Marseille,FRA,1,1765.78967285,2024-09-25,2024-2025
2024-09-26,33.0,Marseille,FRA,1,1765.17871094,2024-09-26,2024-2025
2024-09-27,31.0,Marseille,FRA,1,1767.70446777,2024-09-29,2024-2025
2024-09-30,34.0,Marseille,FRA,1,1757.09741211,2024-09-30,2024-2025
2024-10-01,35.0,Marseille,FRA,1,1757.09741211,2024-10-01,2024-2025
2024-10-02,34.0,Marseille,FRA,1,1761.86865234,2024-10-02,2024-2025
2024-10-03,32.0,Marseille,FRA,1,1764.48095703,2024-10-03,2024-2025
2024-10-04,31.0,Marseille,FRA,1,1766.3815918,2024-10-04,2024-2025
2024-10-05,32.0,Marseille,FRA,1,1758.97375488,2024-10-19,2024-2025
2024-10-20,33.0,Marseille,FRA,1,1758.97375488,2024-10-20,2024-2025
2024-10-21,32.0,Marseille,FRA,1,1771.39562988,2024-10-22,2024-2025
2024-10-23,31.0,Marseille,FRA,1,1770.90600586,2024-10-23,2024-2025
2024-10-24,29.0,Marseille,FRA,1,1778.03735352,2024-10-24,2024-2025
2024-10-25,34.0,Marseille,FRA,1,1768.16589355,2024-10-26,2024-2025
2024-10-27,33.0,Marseille,FRA,1,1768.16589355,2024-10-27,2024-2025
2024-10-28,35.0,Marseille,FRA,1,1758.4597168,2024-11-02,2024-2025
2024-11-03,36.0,Marseille,FRA,1,1758.4597168,2024-11-03,2024-2025
2024-11-04,32.0,Marseille,FRA,1,1762.86901855,2024-11-05,2024-2025
2024-11-06,32.0,Marseille,FRA,1,1765.88122559,2024-11-06,2024-2025
2024-11-07,32.0,Marseille,FRA,1,1764.58422852,2024-11-07,2024-2025
2024-11-08,32.0,Marseille,FRA,1,1762.87255859,2024-11-08,2024-2025
2024-11-09,36.0,Marseille,FRA,1,1744.25146484,2024-11-09,2024-2025
2024-11-10,37.0,Marseille,FRA,1,1744.25146484,2024-11-10,2024-2025
2024-11-11,38.0,Marseille,FRA,1,1744.25146484,2024-11-23,2024-2025
2024-11-24,34.0,Marseille,FRA,1,1756.54772949,2024-11-26,2024-2025
2024-11-27,35.0,Marseille,FRA,1,1753.35742188,2024-11-27,2024-2025
2024-11-28,34.0,Marseille,FRA,1,1752.83459473,2024-11-28,2024-2025
